case,tx_id,group_id,segment_index,group_segments,tx_time_ns,arrival_ns,sender,receiver,kind,app_source,app_id,hop_seq,ack_bits,dack_bits,decision,reason,boundary_distance_ns
ok,201,213,1,1,22150961028,22173042028,1,5,ACK,0,0,66,18446744073709551615,0,pass,none,-1
ok,202,214,1,6,22178000028,22214901028,4,5,DATA,4,27,27,0,0,pass,none,-1
ok,202,214,2,6,22178000028,22214901028,4,5,DATA,4,28,28,0,0,pass,none,-1
ok,202,214,3,6,22178000028,22214901028,4,5,DATA,4,29,29,0,0,pass,none,-1
ok,202,214,4,6,22178000028,22214901028,4,5,DATA,4,30,30,0,0,pass,none,-1
ok,202,214,5,6,22178000028,22214901028,4,5,DATA,4,31,31,0,0,pass,none,-1
ok,202,214,6,6,22178000028,22214901028,4,5,DATA,4,32,32,0,0,pass,none,-1
ok,203,215,1,1,22189961028,22212042028,1,5,ACK,0,0,68,18446744073709551615,0,pass,none,-1
ok,204,216,1,1,22228961028,22251042028,1,5,ACK,0,0,68,18446744073709551615,0,pass,none,-1
ok,205,217,1,1,22267961028,22290042028,1,5,ACK,0,0,68,18446744073709551615,0,pass,none,-1
